"","...1","a","q","ad","per_y","data_arc","n_obs_used","H","diameter","moid"
"76809",105840,2,2,0,4,7508,0,18,2,0.986624
"76810",105841,0,2,3,0,0,94,17,2,1.33218
"76811",105842,2,2,0,0,7481,198,17,3,0.963456
"76812",105843,2,0,3,0,7453,304,0,2,NA
"76813",105844,3,3,4,0,0,0,15,5,1.60397
"76814",105845,3,3,0,0,0,211,15,7,1.7171
"76815",105846,3,3,4,6,0,164,16,4,1.64216
"76816",105848,2,2,3,0,7556,250,17,2,NA
"76817",105849,0,0,3,4,0,213,16,3,NA
"76818",105850,3,2,4,5,7193,255,0,3,1.07667
"76819",105851,3,0,3,5,6634,0,0,4,NA
"76820",105852,2,2,0,0,7068,211,17,2,0.857426
"76821",105854,3,3,0,0,7156,124,0,4,1.83171
"76822",105855,3,2,4,5,6727,222,16,4,1.23269
"76823",105856,2,0,3,4,7148,0,16,2,NA
"76824",105857,0,2,4,5,0,0,16,5,1.16714
"76825",105860,2,2,3,4,7094,193,0,1,NA
"76826",105861,3,0,3,0,7167,133,16,4,NA
"76827",105862,0,3,4,0,0,0,16,3,NA
"76828",105864,0,2,0,4,8260,108,17,3,NA
"76829",105865,0,0,3,0,7028,422,16,3,0.816899
"76830",105866,0,3,3,5,6841,222,0,4,1.79556
"76831",105867,3,2,0,4,7224,0,16,3,NA
"76832",105868,0,2,0,0,0,0,17,3,1.06748
"76833",105871,0,2,0,5,0,0,15,3,NA
"76834",105872,2,0,0,3,6822,148,0,2,NA
"76835",105873,3,0,3,5,0,311,16,4,1.67107
"76836",105874,0,0,3,4,6621,353,0,4,0.736494
"76837",105875,0,2,3,4,0,0,17,2,NA
"76838",105876,3,3,3,5,0,223,16,5,NA
"76839",105877,3,2,4,0,6834,339,15,6,NA
"76840",105878,0,2,3,0,9311,0,0,2,0.605716
"76841",105879,0,2,3,3,0,0,0,2,NA
"76842",105881,0,0,0,0,7535,0,15,5,1.75461
"76843",105882,3,2,4,5,6788,140,0,5,1.26503
"76844",105883,0,0,0,12,6767,0,13,14,NA
"76845",105884,0,2,4,0,6827,215,16,6,1.49822
"76846",105885,2,2,3,4,7083,184,0,2,0.843574
"76847",105886,0,2,0,4,0,270,16,4,0.877035
"76848",105887,0,0,4,0,0,0,16,4,NA
"76849",105888,0,2,3,3,0,268,17,3,0.922258
"76850",105889,3,0,4,6,0,173,16,4,NA
"76851",105890,0,2,3,4,0,352,0,3,NA
"76852",105891,3,3,3,5,0,0,0,5,1.8334
"76853",105893,0,3,3,6,6798,231,15,5,1.80431
"76854",105894,0,0,3,0,6766,272,15,5,1.7401
"76855",105895,3,0,0,4,0,248,17,4,0.875004
"76856",105897,0,2,4,0,0,189,16,4,NA
"76857",105899,3,3,4,0,6242,180,16,5,1.51124
"76858",105900,0,2,3,0,6788,0,0,4,NA
"76859",105901,3,2,0,6,0,383,0,5,NA
"76860",105902,0,2,0,4,0,0,16,4,NA
"76861",105903,3,3,0,5,6794,207,15,6,NA
"76862",105904,0,2,4,0,0,300,0,6,NA
"76863",105907,3,2,0,4,6636,306,15,3,1.51657
"76864",105908,0,2,0,4,8093,402,16,2,NA
"76865",105909,0,2,0,4,6695,0,16,3,1.40838
"76866",105910,3,2,3,4,0,245,0,3,NA
"76867",105912,3,2,3,4,7618,303,16,2,1.33026
"76868",105913,3,0,4,0,0,254,15,6,NA
"76869",105914,3,2,3,4,6281,0,0,2,0.98111
"76870",105915,3,2,4,0,0,0,15,5,NA
"76871",105916,0,0,3,5,6619,325,0,2,NA
"76872",105917,0,2,4,5,0,0,16,4,0.918568
"76873",105918,3,0,0,0,0,0,0,2,1.17227
"76874",105919,0,2,0,0,6540,208,0,3,NA
"76875",105920,0,2,3,0,0,343,16,4,NA
"76876",105922,3,2,3,0,6178,123,17,2,1.01188
"76877",105923,0,2,3,4,6195,0,16,3,1.29005
"76878",105927,3,2,3,0,6112,0,15,5,NA
"76879",105928,3,3,0,5,0,308,15,5,NA
"76880",105929,2,0,3,3,0,906,16,1,0.0886422
"76881",105930,3,3,4,5,6412,302,15,6,NA
"76882",105931,3,2,4,0,8126,0,0,4,1.1708
"76883",105932,3,2,3,5,6057,242,16,4,1.14835
"76884",105933,3,0,4,0,6350,231,16,5,NA
"76885",105934,3,0,0,5,0,228,0,3,NA
"76886",105935,3,0,0,5,0,0,16,5,1.42665
"76887",105936,0,3,4,0,9044,0,16,5,1.59444
"76888",105938,3,2,3,4,8061,0,16,2,1.29156
"76889",105940,2,2,3,0,0,0,0,2,0.945796
"76890",105944,0,3,3,5,0,303,15,7,1.85731
"76891",105945,0,0,6,12,0,239,13,16,NA
"76892",105947,5,0,0,0,0,235,13,17,NA
"76893",105951,2,2,0,0,0,0,17,2,0.940397
"76894",105952,3,0,3,5,0,0,0,3,1.44806
"76895",105953,3,0,4,6,6289,181,16,7,1.77286
"76896",105954,3,2,4,5,9294,0,0,1,NA
"76897",105955,3,3,3,5,6527,177,0,2,1.55145
"76898",105956,3,3,3,5,0,0,16,4,2.00404
"76899",105957,3,0,4,5,6387,386,15,6,NA
"76900",105959,3,2,3,0,0,121,0,2,1.26164
"76901",105961,0,0,0,5,0,169,16,5,NA
"76902",105963,3,0,3,5,0,285,0,5,1.73028
"76903",105964,2,0,0,4,6503,207,17,2,1.15979
"76904",105966,2,2,3,4,8189,214,0,2,0.92525
"76905",105967,0,3,4,6,6240,245,15,7,NA
"76906",105968,0,0,3,0,6379,293,0,7,NA
"76907",105969,0,2,3,4,0,0,17,2,1.11654
"76908",105970,0,3,3,0,6311,247,0,6,2.01087
"76909",105971,3,0,3,0,6285,159,0,5,NA
"76910",105972,3,3,3,5,0,0,16,5,NA
"76911",105973,3,0,3,5,0,0,16,6,NA
"76912",105974,3,3,3,0,6380,0,16,6,NA
"76913",105976,3,3,0,5,6822,245,15,6,1.64532
"76914",105977,0,3,3,5,6783,0,16,4,2.02828
"76915",105978,3,3,3,5,0,193,0,4,NA
"76916",105979,0,0,3,5,5913,0,16,5,NA
"76917",105980,3,3,4,6,8404,117,0,5,1.97259
"76918",105982,3,3,3,5,6736,309,15,4,2.00889
"76919",105983,3,2,3,0,8707,0,0,3,1.16351
"76920",105984,0,0,0,0,6342,0,15,5,1.81927
"76921",105985,0,0,0,0,7318,288,0,2,NA
"76922",105986,3,3,3,0,6226,0,16,5,2.06713
"76923",105987,0,0,3,4,10155,251,16,2,NA
"76924",105988,5,5,5,0,6042,101,13,11,NA
"76925",105989,3,2,0,0,8680,272,16,4,NA
"76926",105990,0,2,3,4,0,179,17,3,1.31688
"76927",105991,3,2,3,0,0,327,16,3,NA
"76928",105992,0,2,0,4,0,0,0,2,1.01809
"76929",105993,0,2,0,5,6765,163,16,4,1.47688
"76930",105994,3,3,4,0,7702,0,15,6,1.78772
"76931",105995,3,0,0,6,6769,201,0,6,NA
"76932",105996,2,2,0,0,9478,204,17,2,0.946364
"76933",105999,2,2,3,0,0,0,17,2,0.88066
"76934",106001,3,2,0,4,6841,430,0,4,1.19632
"76935",106003,0,3,0,5,6312,0,16,4,1.78779
"76936",106005,3,0,4,6,6234,233,15,6,1.80916
"76937",106006,3,0,3,0,0,363,16,3,1.27725
"76938",106007,0,2,0,0,8299,256,0,2,1.03405
"76939",106008,3,0,0,4,7809,231,16,3,0.965361
"76940",106009,2,2,3,0,5700,177,17,2,0.821061
"76941",106010,3,0,3,4,6316,259,0,3,1.34932
"76942",106012,2,0,3,4,0,0,0,3,0.887935
"76943",106013,2,2,0,0,6108,0,0,2,NA
"76944",106014,2,2,3,0,5605,129,0,2,0.859721
"76945",106015,0,2,0,4,0,303,0,3,0.926089
"76946",106016,3,0,0,6,6256,0,16,5,1.95533
"76947",106017,3,2,0,0,7681,247,16,1,0.974151
"76948",106018,0,0,3,4,8735,0,16,3,0.930701
"76949",106019,3,0,3,0,6728,0,16,3,1.15535
"76950",106021,0,2,3,4,6176,223,16,2,1.02777
"76951",106022,0,0,3,5,6038,0,16,4,NA
"76952",106023,0,0,3,4,7327,184,16,4,1.01569
"76953",106026,0,0,0,6,0,0,16,5,1.81198
"76954",106028,3,2,0,0,7137,0,16,4,1.0539
"76955",106030,3,2,0,0,6129,0,16,4,1.27598
"76956",106032,3,3,3,5,6790,123,16,4,1.79778
"76957",106033,3,2,3,4,6751,0,16,3,NA
"76958",106034,3,2,0,0,0,0,16,3,0.845586
"76959",106035,0,0,0,4,7148,0,17,3,0.902557
"76960",106036,0,0,3,4,5798,91,17,3,NA
"76961",106039,0,0,3,4,0,0,17,2,NA
"76962",106040,3,2,3,4,0,132,17,2,NA
"76963",106041,3,0,3,4,7005,373,15,2,0.934435
"76964",106042,3,0,3,6,6254,275,16,6,1.94484
"76965",106044,0,0,3,0,8889,194,0,5,1.89428
"76966",106045,3,3,0,5,0,0,16,4,1.92392
"76967",106046,3,0,3,4,0,175,0,2,1.45137
"76968",106047,3,0,0,0,6993,198,15,7,2.05946
"76969",106048,3,2,3,4,6324,221,17,3,1.29203
"76970",106050,3,3,0,5,0,176,16,5,1.89179
"76971",106051,3,3,3,0,7618,0,16,4,NA
"76972",106052,2,2,0,0,8009,0,17,2,1.23112
"76973",106053,3,2,0,4,6622,0,15,5,1.29714
"76974",106054,3,2,3,4,6195,374,0,4,0.978751
"76975",106055,3,2,3,0,8720,111,18,2,NA
"76976",106056,0,2,3,0,8205,92,17,2,NA
"76977",106058,3,0,3,0,7058,0,0,4,1.47966
"76978",106059,0,2,0,0,6705,193,17,3,NA
"76979",106060,3,3,3,0,0,296,0,3,1.82286
"76980",106061,3,0,0,0,0,149,0,2,1.40963
"76981",106062,3,2,3,0,0,0,16,3,NA
"76982",106063,0,2,3,0,0,116,17,2,1.15256
"76983",106064,0,3,0,5,0,117,16,3,1.83642
"76984",106067,4,0,5,0,0,0,0,7,2.08432
"76985",106068,3,3,0,6,10194,204,0,5,NA
"76986",106069,0,2,3,4,6613,174,16,3,1.01845
"76987",106071,2,0,3,3,7731,107,18,1,0.923197
"76988",106072,3,2,0,0,5354,0,16,3,1.24499
"76989",106073,3,3,4,0,6759,247,15,7,1.65101
"76990",106074,0,0,0,6,0,0,16,5,NA
"76991",106076,3,0,3,0,0,0,15,6,1.99149
"76992",106078,3,2,0,5,5989,0,16,5,1.4795
"76993",106079,3,0,0,5,6746,298,0,5,NA
"76994",106080,0,2,3,0,0,201,16,3,NA
"76995",106082,3,3,0,4,6150,243,0,3,1.57924
"76996",106083,3,3,3,0,0,0,0,4,NA
"76997",106084,3,2,3,0,0,245,16,5,1.48343
"76998",106085,3,0,4,6,6187,241,15,5,NA
"76999",106086,3,3,4,6,5820,291,15,3,1.69634
"77000",106087,3,2,0,5,8382,205,16,3,1.14397
"77001",106088,3,0,0,4,5242,83,17,2,1.10847
"77002",106090,3,3,3,5,8428,260,16,3,1.73573
"77003",106091,0,2,0,6,0,141,0,5,1.46272
"77004",106093,2,0,0,4,8600,186,0,2,0.915123
"77005",106094,3,3,0,5,5930,181,16,4,1.90326
"77006",106096,3,0,4,0,5949,0,15,6,NA
"77007",106097,3,2,3,0,5743,262,16,4,1.48721
"77008",106098,0,2,3,0,7156,200,17,2,0.899518
"77009",106099,3,3,4,6,0,0,16,5,NA
"77010",106100,2,0,0,3,5721,0,17,2,NA
"77011",106102,2,2,0,3,5989,258,16,1,1.06056
"77012",106104,0,3,3,0,5849,224,16,6,NA
"77013",106105,0,3,4,0,7739,0,0,5,1.53748
"77014",106106,3,0,4,0,7980,200,15,7,1.86456
"77015",106108,0,0,3,6,0,228,15,5,1.85037
"77016",106111,2,2,0,0,8208,266,0,1,1.08316
"77017",106112,0,0,3,0,5806,201,15,5,2.07981
"77018",106114,3,3,4,6,0,0,15,6,1.70305
"77019",106115,3,3,0,6,0,242,15,7,NA
"77020",106116,2,2,3,0,9701,220,17,2,NA
"77021",106118,0,3,0,0,0,145,16,5,NA
"77022",106119,3,3,3,5,6324,289,0,4,1.99174
"77023",106120,3,3,4,5,0,357,15,5,1.67306
"77024",106122,3,3,0,6,6316,0,16,5,NA
"77025",106123,3,3,0,0,8422,141,15,6,1.73775
"77026",106124,3,0,0,5,6289,230,0,5,1.96057
"77027",106125,0,0,3,3,0,163,17,2,1.03136
"77028",106127,2,2,3,4,6463,0,0,3,NA
"77029",106128,0,2,0,4,0,0,16,5,NA
"77030",106129,3,2,0,5,7218,0,16,3,NA
"77031",106130,3,0,4,0,9805,344,15,3,1.50194
"77032",106131,3,0,0,0,0,171,0,5,1.72453
"77033",106132,2,0,3,0,0,0,17,1,0.802064
"77034",106133,0,2,3,4,7094,0,17,2,NA
"77035",106134,0,3,4,6,0,186,0,5,1.60426
"77036",106136,0,3,4,5,7594,0,15,6,NA
"77037",106138,0,3,0,0,0,310,0,4,1.78108
"77038",106140,0,3,0,0,0,230,16,4,NA
"77039",106142,0,2,3,4,7594,309,17,3,0.933399
"77040",106143,3,0,0,6,5322,149,0,3,1.63486
"77041",106144,3,3,4,6,7919,144,16,4,1.74244
"77042",106145,3,0,4,6,0,0,16,4,1.51703
"77043",106146,0,3,3,5,7626,299,16,5,NA
"77044",106147,3,3,3,5,5850,0,0,5,1.70052
"77045",106152,0,0,3,4,6352,139,0,3,NA
"77046",106153,4,0,0,0,7478,175,14,9,NA
"77047",106154,0,2,0,0,0,223,15,5,NA
"77048",106155,3,0,4,6,7908,360,15,6,NA
"77049",106156,3,3,0,6,6280,194,16,4,NA
"77050",106157,3,0,0,5,0,216,16,5,NA
"77051",106158,2,2,3,4,6144,170,17,1,NA
"77052",106159,0,2,3,4,0,0,16,4,1.28246
"77053",106160,3,0,4,0,7568,0,0,4,1.78021
"77054",106161,0,0,4,0,5806,0,0,3,1.78577
"77055",106162,3,0,0,0,6726,245,16,5,1.98676
"77056",106163,0,0,3,6,8956,0,16,5,2.06081
"77057",106164,3,3,0,5,6289,0,0,4,1.95908
"77058",106165,2,2,0,4,5714,0,18,2,NA
"77059",106166,3,0,3,4,0,0,0,3,1.24408
"77060",106167,2,0,0,3,6764,0,18,2,0.999792
"77061",106168,3,3,3,5,5830,133,16,4,NA
"77062",106169,3,3,0,0,0,143,16,3,1.67928
"77063",106170,3,0,0,6,0,191,0,4,1.33121
"77064",106171,0,3,3,5,6553,0,16,3,1.51713
"77065",106172,0,2,4,6,0,0,16,5,NA
"77066",106173,3,2,4,6,8481,417,15,6,NA
"77067",106174,0,0,3,4,5764,0,16,3,1.01683
"77068",106176,0,3,4,0,0,123,16,3,1.75984
"77069",106177,3,2,3,4,0,179,0,3,NA
"77070",106178,3,2,3,0,21411,0,16,3,NA
"77071",106179,0,0,3,6,0,200,16,5,NA
"77072",106183,0,2,3,4,5764,154,17,3,1.47745
"77073",106184,0,2,0,0,5821,0,0,3,1.43704
"77074",106185,3,0,3,5,6762,86,0,3,NA
"77075",106186,3,2,0,0,8622,182,16,4,NA
"77076",106187,0,2,0,6,0,0,0,7,1.38535
"77077",106188,0,0,3,4,5753,0,0,3,NA
"77078",106189,3,2,0,4,5796,201,17,3,1.22716
"77079",106190,0,2,3,4,7104,0,16,2,NA
"77080",106191,0,2,3,0,5522,0,0,3,0.865633
"77081",106192,3,3,3,0,7484,187,0,4,1.60905
"77082",106193,0,2,0,4,0,413,16,4,1.25928
"77083",106194,0,3,4,0,0,110,15,6,1.63611
"77084",106195,3,0,0,6,6105,256,15,5,1.90215
"77085",106196,3,2,0,0,0,125,16,4,NA
"77086",106197,3,0,0,4,6219,0,0,3,1.43965
"77087",106199,3,2,0,5,5608,183,17,3,1.34542
"77088",106200,3,0,3,0,6841,273,16,5,1.74413
"77089",106201,0,4,6,12,0,169,0,15,3.33588
"77090",106202,0,3,3,0,0,0,16,4,1.53703
"77091",106203,0,0,3,0,0,252,16,4,1.73973
"77092",106205,0,2,0,4,0,0,0,3,1.28224
"77093",106206,5,0,5,12,7147,233,0,15,4.09955
"77094",106207,3,0,3,0,9472,0,15,6,2.01802
"77095",106208,3,3,0,6,0,0,16,4,NA
"77096",106209,0,2,3,5,6596,207,0,4,NA
"77097",106211,0,2,0,5,6569,194,16,4,1.37772
"77098",106212,3,0,4,0,0,198,0,3,1.79083
"77099",106216,3,0,0,6,9245,201,16,6,2.15202
"77100",106217,0,0,3,6,0,213,15,7,1.86611
"77101",106218,3,3,3,5,6245,341,0,3,1.96494
"77102",106219,3,2,3,5,6528,142,0,3,NA
"77103",106220,3,3,0,0,0,150,0,4,1.96068
"77104",106221,3,0,0,4,7555,199,16,4,NA
"77105",106222,3,3,4,0,5436,0,0,4,1.65023
"77106",106223,3,3,4,0,0,0,16,4,1.59126
"77107",106224,3,0,4,0,4935,0,16,3,1.49901
"77108",106225,3,3,3,5,0,271,0,5,1.79555
"77109",106226,3,2,4,6,5329,109,16,4,1.46963
"77110",106228,0,0,4,0,0,0,15,7,NA
"77111",106230,3,0,4,6,0,203,15,6,NA
"77112",106239,3,0,3,0,6468,0,0,3,1.71298
"77113",106240,0,0,3,5,5427,205,15,6,NA
"77114",106242,0,0,4,5,6765,167,0,5,1.22684
"77115",106243,3,3,4,6,6617,141,16,4,1.75916
"77116",106244,3,0,3,5,0,266,16,5,NA
"77117",106246,3,0,0,5,0,110,16,2,1.35838
"77118",106247,0,2,4,5,7178,291,15,6,0.913035
"77119",106248,3,3,4,6,9698,0,16,5,1.75861
"77120",106249,3,3,4,6,0,193,0,7,1.70586
"77121",106250,0,3,4,5,7123,235,15,6,1.6184
"77122",106251,3,0,0,0,7618,0,15,5,NA
"77123",106252,3,2,3,0,6253,0,0,2,0.889045
"77124",106253,3,3,4,6,0,138,15,6,1.90023
"77125",106255,0,3,0,5,5377,162,15,5,1.67316
"77126",106256,0,0,4,0,0,0,0,4,1.34361
"77127",106259,3,2,4,0,0,216,16,4,NA
"77128",106260,2,2,0,3,0,205,17,1,NA
"77129",106261,3,0,0,0,0,0,16,3,1.09632
"77130",106262,0,0,3,4,0,232,16,4,1.05171
"77131",106263,3,0,3,0,0,245,16,4,NA
"77132",106265,3,2,0,5,0,153,16,2,1.42562
"77133",106266,2,2,0,3,0,649,17,3,NA
"77134",106267,0,0,0,0,0,245,0,3,NA
"77135",106268,3,2,4,6,5822,203,0,6,1.40484
"77136",106269,3,2,3,4,0,179,0,3,1.14794
"77137",106273,3,3,4,0,6219,225,16,4,NA
"77138",106274,3,0,3,0,0,138,0,4,1.50314
"77139",106276,3,3,3,0,0,172,15,5,1.9061
"77140",106277,3,0,3,5,0,332,16,4,NA
"77141",106279,0,2,0,4,0,246,17,2,NA
"77142",106281,3,2,3,5,5749,238,16,5,1.47532
"77143",106282,3,3,4,6,0,243,16,5,1.72857
"77144",106283,3,0,4,0,5346,264,15,6,NA
"77145",106284,3,0,4,6,9300,257,15,5,1.7451
"77146",106285,2,2,3,3,5730,214,0,2,0.865588
"77147",106289,3,0,4,6,0,135,16,4,1.77083
"77148",106290,3,3,3,6,6656,132,0,4,2.10597
"77149",106291,0,2,0,0,0,0,0,2,1.02077
"77150",106292,3,0,3,0,8535,236,17,3,NA
"77151",106293,3,3,3,0,6937,0,0,5,1.66995
"77152",106294,0,2,0,0,5674,259,17,3,NA
"77153",106295,3,0,4,0,7558,0,16,4,1.94294
"77154",106297,2,2,3,4,6053,238,17,3,NA
"77155",106299,0,2,0,5,0,402,15,4,1.4136
"77156",106301,0,2,3,4,8536,281,17,3,0.841769
"77157",106302,3,0,0,6,7529,160,16,4,1.92681
"77158",106303,3,0,3,0,0,242,17,2,1.34023
"77159",106304,3,3,3,5,0,128,16,5,NA
"77160",106305,2,2,0,4,7493,204,0,3,0.762883
"77161",106306,3,2,3,0,6558,0,0,3,1.14162
"77162",106307,4,3,0,7,7751,154,15,5,2.22669
"77163",106311,0,0,4,6,7148,271,15,5,1.71512
"77164",106312,2,2,0,4,0,0,0,3,0.903659
"77165",106313,0,0,4,4,5749,269,16,4,0.960682
"77166",106314,0,2,3,5,6589,0,0,3,NA
"77167",106315,3,3,3,5,0,0,15,7,NA
"77168",106316,3,2,3,0,7065,162,0,3,NA
"77169",106317,3,3,0,0,5318,138,15,5,1.76431
"77170",106319,3,0,4,6,7530,0,15,5,1.54638
"77171",106320,3,3,3,5,0,0,0,3,NA
"77172",106322,0,0,3,5,0,236,0,3,1.90378
"77173",106326,0,3,3,5,6322,185,16,5,1.77167
"77174",106327,2,2,3,3,0,0,0,4,0.900284
"77175",106328,3,0,3,4,7252,180,16,2,1.46009
"77176",106329,2,2,0,0,8414,128,0,3,0.98089
"77177",106331,0,3,4,0,5263,230,0,4,1.58986
"77178",106332,3,3,4,6,0,0,16,4,1.55882
"77179",106333,0,0,3,4,6278,146,0,3,1.19056
"77180",106334,0,2,3,0,5650,0,0,5,NA
"77181",106336,0,3,4,0,6163,184,15,6,2.00254
"77182",106337,3,0,0,0,0,233,16,2,NA
"77183",106338,0,0,3,4,6758,0,16,4,1.27929
"77184",106339,0,2,3,0,7384,222,17,3,1.44933
"77185",106341,0,3,3,6,0,0,16,6,2.03985
"77186",106342,3,0,3,5,5968,172,0,2,NA
"77187",106344,3,2,3,4,5724,0,0,2,1.01053
"77188",106345,4,3,0,0,6674,245,14,12,2.32773
"77189",106347,3,2,4,5,0,0,16,2,1.35383
"77190",106348,3,0,4,5,6272,238,0,4,1.62529
"77191",106350,3,2,3,4,0,0,16,3,1.31834
"77192",106351,0,2,0,0,5147,243,16,4,1.34958
"77193",106353,0,0,0,5,6836,211,16,4,NA
"77194",106355,3,0,0,0,6670,0,0,3,1.52866
"77195",106356,3,2,3,5,0,169,16,3,NA
"77196",106357,0,3,0,5,5990,0,16,4,1.76808
"77197",106358,3,2,3,4,7018,349,0,2,NA
"77198",106359,3,2,3,4,0,379,15,2,1.23395
"77199",106360,3,2,0,5,0,185,16,4,1.44201
"77200",106361,3,2,0,5,8361,168,17,3,1.39442
"77201",106363,0,3,4,6,0,160,16,4,1.58739
"77202",106364,0,3,3,6,9277,217,15,5,NA
"77203",106366,3,0,0,0,6581,0,0,4,NA
"77204",106367,3,3,3,0,0,0,16,3,1.70828
"77205",106368,3,3,0,5,0,0,0,3,2.00558
"77206",106369,3,0,3,0,5863,0,0,5,1.77851
"77207",106370,3,0,4,6,6238,267,0,5,1.55843
"77208",106371,3,0,3,5,5569,0,17,3,1.443
"77209",106372,0,2,3,4,0,191,16,4,1.07318
"77210",106374,3,3,0,6,4960,206,15,2,1.75842
"77211",106377,3,0,4,5,8153,131,16,4,NA
"77212",106378,3,3,0,6,5756,101,0,4,1.80862
"77213",106379,0,3,4,0,5374,0,0,4,1.80294
"77214",106382,0,2,3,4,6221,0,0,3,NA
"77215",106384,0,0,0,5,0,321,15,3,NA
"77216",106385,0,0,3,5,7088,0,0,3,NA
"77217",106386,0,2,0,6,0,216,0,6,1.38101
"77218",106388,3,0,0,4,6145,134,17,2,0.974383
"77219",106389,0,2,0,4,7584,0,16,3,NA
"77220",106391,0,2,3,4,0,0,0,4,NA
"77221",106392,3,2,0,5,0,212,16,2,1.35083
"77222",106393,0,3,3,0,0,0,15,5,1.66095
"77223",106394,0,0,3,5,5000,253,0,5,1.55196
"77224",106395,3,0,3,5,0,271,16,2,1.36917
"77225",106397,3,2,0,4,5374,181,16,2,1.12572
"77226",106398,0,2,0,5,6604,0,17,2,NA
"77227",106399,3,3,3,0,0,0,16,4,2.03012
"77228",106400,3,3,3,5,0,206,0,4,1.79872
"77229",106401,0,2,3,4,6297,222,17,2,NA
"77230",106402,3,2,4,0,0,130,17,3,1.22575
"77231",106403,3,0,4,6,8930,236,15,5,NA
"77232",106404,3,2,0,5,4507,107,16,3,1.39911
"77233",106406,3,2,0,4,8237,0,0,5,1.12566
"77234",106408,3,0,0,4,0,130,0,3,1.40582
"77235",106409,3,2,4,5,5403,112,0,4,1.53723
"77236",106410,3,3,3,6,0,114,15,6,NA
"77237",106411,3,2,3,4,5758,229,16,4,1.02895
"77238",106412,0,0,0,4,0,0,0,2,1.15193
"77239",106413,3,0,4,0,0,224,0,3,1.51638
"77240",106414,3,2,0,6,6656,260,15,6,NA
"77241",106415,0,2,3,5,0,0,0,2,1.29649
"77242",106416,0,0,3,0,6783,155,0,4,NA
"77243",106417,3,2,4,0,4927,337,15,4,NA
"77244",106418,5,0,6,12,6782,167,13,15,NA
"77245",106421,0,0,3,5,6855,291,0,4,NA
"77246",106422,0,3,3,0,0,146,16,3,NA
"77247",106423,3,3,0,0,0,0,15,5,1.55344
"77248",106425,0,3,4,5,0,0,0,6,1.52498
"77249",106426,3,2,3,0,8923,149,17,2,NA
"77250",106427,3,3,0,6,0,0,0,6,2.10871
"77251",106430,4,3,0,0,5121,188,0,9,2.32463
"77252",106431,2,2,3,3,5714,0,16,4,0.908608
"77253",106432,0,0,3,5,0,270,0,3,1.42338
"77254",106433,3,2,4,6,5811,323,15,7,1.5074
"77255",106434,3,3,0,4,5675,139,17,2,1.57244
"77256",106437,3,2,0,5,0,164,16,2,NA
"77257",106438,0,2,3,0,0,144,17,3,1.05621
"77258",106439,3,3,0,0,5817,147,0,5,NA
"77259",106440,0,0,4,6,0,0,0,6,1.50496
"77260",106441,3,3,4,6,0,0,15,6,NA
"77261",106442,0,3,3,5,0,0,16,4,1.79953
"77262",106443,2,2,0,0,8597,128,17,2,NA
"77263",106444,0,3,4,6,5812,211,16,4,1.71345
"77264",106446,0,0,4,5,0,211,15,6,NA
"77265",106447,3,0,4,0,6283,175,15,4,1.42376
"77266",106448,3,2,0,6,7096,0,15,6,1.21344
"77267",106449,3,3,4,5,8964,168,16,3,1.61789
"77268",106450,3,3,4,0,0,172,15,3,NA
"77269",106451,0,3,3,5,6318,0,0,3,1.63641
"77270",106453,0,0,4,0,0,0,0,4,1.47755
"77271",106454,3,3,0,0,0,0,0,3,1.50204
"77272",106455,3,0,3,6,0,171,0,5,NA
"77273",106457,3,3,4,6,0,268,15,6,1.8109
"77274",106458,3,3,0,5,6733,193,0,4,NA
"77275",106459,0,0,3,6,6643,208,15,5,NA
"77276",106460,3,0,0,5,6734,175,16,4,NA
"77277",106461,3,2,4,0,0,0,16,2,1.01422
"77278",106462,0,2,4,6,0,0,0,4,1.38017
"77279",106463,3,0,3,5,9709,0,0,3,1.44679
"77280",106464,3,2,4,6,5851,169,16,5,NA
"77281",106465,3,3,0,0,0,0,0,8,1.79418
"77282",106466,3,0,4,6,4983,212,0,5,1.46713
"77283",106467,3,2,4,5,5871,0,16,2,NA
"77284",106468,0,2,0,6,6740,0,16,5,NA
"77285",106470,3,0,0,6,5787,83,0,5,NA
"77286",106471,3,2,0,5,8307,188,16,3,1.16652
"77287",106472,0,0,3,0,7143,289,15,6,NA
"77288",106473,0,3,3,6,6707,179,15,4,1.81269
"77289",106474,3,0,0,6,6262,158,16,4,1.90847
"77290",106476,3,3,0,0,0,161,15,6,NA
"77291",106477,4,4,0,8,5879,116,15,5,NA
"77292",106479,3,3,3,0,0,0,15,6,2.07821
"77293",106481,0,0,0,6,0,154,16,5,NA
"77294",106482,3,3,4,0,0,0,15,7,1.8714
"77295",106483,3,3,4,0,5381,220,15,5,1.57598
"77296",106484,0,3,0,0,0,226,16,5,1.51984
"77297",106485,2,2,3,4,6684,138,18,2,0.823043
"77298",106488,3,3,0,5,8911,0,0,3,NA
"77299",106490,0,3,4,5,6741,0,0,3,1.52706
"77300",106491,3,0,4,6,5650,108,0,4,2.18743
"77301",106492,3,3,4,6,8015,106,0,3,1.62391
"77302",106493,0,0,0,0,0,240,0,5,NA
"77303",106496,0,3,3,6,0,0,0,3,NA
"77304",106497,3,3,3,0,0,162,16,4,NA
"77305",106498,3,3,3,6,5748,0,0,6,1.92873
"77306",106499,0,0,0,0,6266,240,16,3,1.79115
"77307",106500,0,0,3,4,6607,95,18,1,0.989021
"77308",106501,4,3,4,8,0,137,0,4,NA
